Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Amount,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Age Group,Total Purchase,Purchase Count,Total Orders,Month,Quarter,discounted_total_price,Day of Week
1021,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-20,Overnight,"Accessory,Extended Warranty",49.54,51+,894.37,1,894.37,3,2024Q1,844.83,2
1022,76,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,6758.64,844.83,8,2024-04-27,Overnight,"Impulse Item,Accessory,Impulse Item",73.49,31-40,6832.13,1,6832.13,4,2024Q2,6082.776000000001,5
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-07-10,Overnight,"Extended Warranty,Impulse Item",51.93,51+,1634.3100000000002,1,1634.3100000000002,7,2024Q3,1582.38,2
1025,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-01-29,Overnight,,0.0,51+,2783.76,2,2783.76,1,2024Q1,2505.3840000000005,0
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-08-28,Express,"Extended Warranty,Extended Warranty",77.78,51+,160.78,2,160.78,8,2024Q3,74.7,2
1027,22,Male,No,Smartphone,SKU1004,2,Completed,PayPal,4747.14,791.19,6,2023-11-28,Overnight,,0.0,41-50,4747.14,1,4747.14,11,2023Q4,4272.426,1
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-11-30,Overnight,,0.0,51+,6758.64,1,6758.64,11,2023Q4,6082.776000000001,3
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-02-27,Express,"Accessory,Impulse Item,Accessory",46.03,51+,4270.179999999999,1,4270.179999999999,2,2024Q1,3801.7349999999997,1
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-01-21,Express,,0.0,51+,5913.81,2,5913.81,1,2024Q1,5322.429,6
1031,20,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-09-03,Overnight,"Accessory,Accessory",17.79,51+,121.53999999999999,2,121.53999999999999,9,2024Q3,93.375,1
1033,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-11-30,Overnight,,0.0,41-50,988.12,2,988.12,11,2023Q4,889.308,3
1033,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-01-12,Standard,"Accessory,Accessory",49.24,51+,3214.0,2,3214.0,1,2024Q1,2848.284,4
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-09-24,Standard,,0.0,51+,186.75,2,186.75,9,2023Q3,168.07500000000002,6
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-25,Standard,"Accessory,Accessory",33.56,19-30,95.81,2,95.81,3,2024Q1,56.025,0
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2023-10-12,Standard,"Extended Warranty,Impulse Item",56.62,19-30,4012.5699999999997,2,4012.5699999999997,10,2023Q4,3560.355,3
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,791.19,791.19,1,2024-01-28,Express,,0.0,51+,791.19,2,791.19,1,2024Q1,791.19,6
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2024-07-08,Overnight,Extended Warranty,10.0,19-30,4234.15,4,4234.15,7,2024Q3,3801.7349999999997,0
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-07-29,Standard,,0.0,31-40,5068.98,4,5068.98,7,2024Q3,4562.081999999999,0
1038,56,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-17,Express,"Accessory,Extended Warranty",47.94,51+,193.19,4,193.19,8,2024Q3,130.725,5
1038,56,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-09-23,Overnight,"Extended Warranty,Accessory",26.01,51+,5564.34,4,5564.34,9,2024Q3,4984.497,0
1039,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-08-31,Standard,,0.0,51+,1729.21,1,1729.21,8,2024Q3,1556.289,5
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-10-16,Standard,"Accessory,Extended Warranty,Extended Warranty",92.79,51+,6422.31,1,6422.31,10,2023Q4,5696.568,0
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-06-26,Overnight,"Impulse Item,Impulse Item",53.02,41-50,198.27,2,198.27,6,2024Q2,130.725,2
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-07-16,Overnight,"Impulse Item,Accessory,Extended Warranty",111.25,41-50,6025.06,2,6025.06,7,2024Q3,5322.429,1
1043,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-03-05,Overnight,,0.0,19-30,207.5,1,207.5,3,2024Q1,186.75,1
1047,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2023-12-11,Express,"Accessory,Impulse Item",63.23,19-30,2533.53,1,2533.53,12,2023Q4,2223.2700000000004,0
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2023-10-28,Express,,0.0,51+,2470.3,1,2470.3,10,2023Q4,2223.2700000000004,5
1049,50,Female,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2024-06-25,Standard,"Accessory,Impulse Item,Accessory",86.36,41-50,231.61,1,231.61,6,2024Q2,130.725,1
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-08-03,Standard,Accessory,45.46,51+,5114.44,1,5114.44,8,2024Q3,4562.081999999999,5
1053,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-12-20,Standard,"Impulse Item,Impulse Item,Accessory",88.3,19-30,4263.9400000000005,1,4263.9400000000005,12,2023Q4,3758.0760000000005,2
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,PayPal,62.25,20.75,3,2024-05-08,Standard,"Impulse Item,Extended Warranty,Impulse Item",79.9,51+,142.15,1,142.15,5,2024Q2,56.025,2
1056,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-04-27,Overnight,"Accessory,Extended Warranty",41.24,51+,1897.08,1,1897.08,4,2024Q2,1670.2559999999999,5
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,7603.47,844.83,9,2023-10-22,Express,,0.0,19-30,7603.47,2,7603.47,10,2023Q4,6843.1230000000005,6
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2024-03-28,Express,"Extended Warranty,Accessory,Impulse Item",116.77,51+,1598.95,2,1598.95,3,2024Q1,1333.962,3
1058,21,Female,No,Smartphone,SKU1001,5,Completed,PayPal,166.0,20.75,8,2024-06-12,Overnight,"Impulse Item,Accessory,Accessory",92.57,51+,258.57,2,258.57,6,2024Q2,149.4,2
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-07-08,Express,,0.0,41-50,3955.95,2,3955.95,7,2024Q3,3560.355,0
1059,37,Male,No,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,2024-02-22,Overnight,"Extended Warranty,Extended Warranty",66.17,31-40,3313.89,2,3313.89,2,2024Q1,2922.948,3
1059,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-27,Express,Extended Warranty,5.52,19-30,469.47999999999996,2,469.47999999999996,6,2024Q2,463.96,3
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2023-09-28,Standard,"Accessory,Impulse Item,Extended Warranty",52.01,51+,1907.85,3,1907.85,9,2023Q3,1670.2559999999999,3
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,1482.18,247.03,6,2023-12-07,Overnight,Impulse Item,31.89,51+,1514.0700000000002,3,1514.0700000000002,12,2023Q4,1333.962,3
1060,72,Male,No,Smartphone,SKU1004,2,Completed,PayPal,1582.38,791.19,2,2024-01-29,Overnight,Impulse Item,49.59,19-30,1631.97,3,1631.97,1,2024Q1,1582.38,0
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-25,Standard,Impulse Item,14.49,19-30,1990.73,2,1990.73,10,2023Q4,1778.616,2
1061,56,Male,No,Laptop,SKU1005,3,Completed,PayPal,463.96,463.96,1,2024-05-21,Express,"Impulse Item,Accessory",83.41,51+,547.37,2,547.37,5,2024Q2,463.96,1
1062,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-03-23,Standard,"Impulse Item,Extended Warranty",26.24,51+,6355.76,1,6355.76,3,2024Q1,5696.568,5
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2024-04-25,Standard,,0.0,31-40,1855.84,2,1855.84,4,2024Q2,1670.2559999999999,3
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,2024-07-08,Express,Extended Warranty,6.47,51+,2380.04,2,2380.04,7,2024Q3,2136.213,0
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,2373.57,791.19,3,2024-02-28,Standard,"Accessory,Extended Warranty,Impulse Item",43.16,41-50,2416.73,2,2416.73,2,2024Q1,2136.213,2
1066,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-07-13,Overnight,"Extended Warranty,Impulse Item",40.68,31-40,2414.25,2,2414.25,7,2024Q3,2136.213,5
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,1729.21,247.03,7,2023-10-17,Standard,,0.0,51+,1729.21,2,1729.21,10,2023Q4,1556.289,1
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-12-30,Standard,"Impulse Item,Accessory,Impulse Item",81.55,51+,1771.21,2,1771.21,12,2023Q4,1689.66,5
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-05-21,Standard,"Accessory,Extended Warranty",96.61,19-30,241.86,1,241.86,5,2024Q2,130.725,1
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,62.25,20.75,3,2023-11-29,Standard,Extended Warranty,6.3,31-40,68.55,1,68.55,11,2023Q4,56.025,2
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-06-17,Overnight,,0.0,51+,7603.47,1,7603.47,6,2024Q2,6843.1230000000005,0
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-07-11,Standard,Accessory,8.66,31-40,2231.93,2,2231.93,7,2024Q3,2000.943,3
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-12,Express,Extended Warranty,46.38,19-30,2022.6200000000001,2,2022.6200000000001,9,2024Q3,1778.616,3
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-11-06,Standard,"Accessory,Impulse Item",58.95,31-40,7662.42,1,7662.42,11,2023Q4,6843.1230000000005,0
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2023-12-26,Express,Extended Warranty,12.28,51+,2385.8500000000004,2,2385.8500000000004,12,2023Q4,2136.213,1
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-05-14,Overnight,"Impulse Item,Accessory",12.86,51+,1495.04,2,1495.04,5,2024Q2,1333.962,1
1079,64,Male,No,Smartphone,SKU1001,5,Completed,PayPal,41.5,20.75,2,2023-10-24,Standard,Impulse Item,25.61,19-30,67.11,3,67.11,10,2023Q4,41.5,1
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,2024-09-12,Overnight,Impulse Item,8.16,41-50,3172.92,3,3172.92,9,2024Q3,2848.284,3
1079,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-09-15,Overnight,"Extended Warranty,Accessory,Extended Warranty",101.06,51+,2474.63,3,2474.63,9,2024Q3,2136.213,6
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,3164.76,791.19,4,2024-01-03,Standard,,0.0,31-40,3164.76,2,3164.76,1,2024Q1,2848.284,2
1080,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-08-18,Express,Impulse Item,16.65,51+,263.68,2,263.68,8,2024Q3,247.03,6
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-07-29,Overnight,,0.0,0-18,3379.32,1,3379.32,7,2024Q3,3041.3880000000004,0
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-11,Express,"Impulse Item,Impulse Item,Extended Warranty",91.36,19-30,112.11,2,112.11,10,2023Q4,20.75,2
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-05-02,Overnight,Extended Warranty,10.04,19-30,751.13,2,751.13,5,2024Q2,666.981,3
1086,76,Male,No,Smartphone,SKU1001,5,Completed,PayPal,166.0,20.75,8,2024-07-01,Overnight,Accessory,25.72,19-30,191.72,1,191.72,7,2024Q3,149.4,0
1089,45,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-08-09,Express,,0.0,51+,3955.95,1,3955.95,8,2024Q3,3560.355,4
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2024-05-04,Express,Extended Warranty,22.88,51+,763.97,1,763.97,5,2024Q2,666.981,5
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-03-22,Express,"Impulse Item,Extended Warranty",14.52,51+,1704.18,1,1704.18,3,2024Q1,1689.66,4
1093,56,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-04-27,Express,Impulse Item,29.11,19-30,7149.82,1,7149.82,4,2024Q2,6408.639,5
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-05-07,Overnight,,0.0,41-50,20.75,1,20.75,5,2024Q2,20.75,1
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,PayPal,41.5,20.75,2,2023-12-13,Standard,Accessory,27.89,51+,69.39,2,69.39,12,2023Q4,41.5,2
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-15,Overnight,"Extended Warranty,Extended Warranty",85.32,19-30,4724.92,2,4724.92,5,2024Q2,4175.64,2
1097,19,Male,No,Tablet,SKU1002,3,Completed,PayPal,988.12,247.03,4,2024-03-25,Express,"Accessory,Accessory",51.12,51+,1039.24,1,1039.24,3,2024Q1,889.308,0
1099,68,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,2023-10-09,Standard,"Impulse Item,Extended Warranty,Impulse Item",100.12,51+,1682.5,2,1682.5,10,2023Q4,1582.38,0
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,1391.88,463.96,3,2024-05-31,Overnight,,0.0,19-30,1391.88,2,1391.88,5,2024Q2,1252.6920000000002,4
1100,63,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-02-29,Express,Extended Warranty,35.79,19-30,776.88,2,776.88,2,2024Q1,666.981,3
1100,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-05-19,Overnight,"Impulse Item,Impulse Item,Extended Warranty",48.78,41-50,3428.1000000000004,2,3428.1000000000004,5,2024Q2,3041.3880000000004,6
1101,33,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-10-09,Standard,"Accessory,Accessory",88.38,51+,295.88,4,295.88,10,2023Q4,186.75,0
1101,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,2023-10-25,Overnight,Impulse Item,32.35,19-30,823.5400000000001,4,823.5400000000001,10,2023Q4,791.19,2
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-05-23,Overnight,"Impulse Item,Extended Warranty,Impulse Item",125.35,19-30,166.85,4,166.85,5,2024Q2,41.5,3
1101,33,Female,No,Smartphone,SKU1001,5,Completed,PayPal,62.25,20.75,3,2024-07-23,Express,"Impulse Item,Accessory",77.61,19-30,139.86,4,139.86,7,2024Q3,56.025,1
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,166.0,20.75,8,2024-08-06,Express,,0.0,51+,166.0,1,166.0,8,2024Q3,149.4,1
1105,42,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-09-20,Overnight,"Impulse Item,Accessory,Extended Warranty",102.0,51+,1584.18,1,1584.18,9,2024Q3,1333.962,4
1109,37,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,2024-03-25,Overnight,"Accessory,Impulse Item,Accessory",104.93,51+,1960.77,2,1960.77,3,2024Q1,1670.2559999999999,0
1109,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-07-13,Overnight,Accessory,42.66,51+,229.41,2,229.41,7,2024Q3,168.07500000000002,5
1110,76,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-07-11,Express,,0.0,41-50,207.5,1,207.5,7,2024Q3,186.75,3
1112,58,Female,No,Tablet,SKU1002,3,Completed,PayPal,2223.27,247.03,9,2024-02-15,Overnight,"Accessory,Accessory",63.79,19-30,2287.06,2,2287.06,2,2024Q1,2000.943,3
1112,58,Female,No,Tablet,SKU1002,3,Completed,PayPal,2223.27,247.03,9,2024-06-19,Express,"Extended Warranty,Extended Warranty",48.57,51+,2271.84,2,2271.84,6,2024Q2,2000.943,2
1114,25,Female,No,Smartphone,SKU1004,2,Completed,PayPal,4747.14,791.19,6,2024-01-31,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",71.97,41-50,4819.110000000001,1,4819.110000000001,1,2024Q1,4272.426,2
1115,31,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-12-30,Overnight,"Impulse Item,Accessory",53.95,19-30,845.1400000000001,3,845.1400000000001,12,2023Q4,791.19,5
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-06-04,Overnight,,0.0,41-50,844.83,3,844.83,6,2024Q2,844.83,1
1115,31,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-09-10,Standard,,0.0,41-50,247.03,3,247.03,9,2024Q3,247.03,1
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,4175.64,463.96,9,2024-01-10,Overnight,Extended Warranty,15.85,51+,4191.490000000001,2,4191.490000000001,1,2024Q1,3758.0760000000005,2
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-05-20,Express,,0.0,51+,4175.64,2,4175.64,5,2024Q2,3758.0760000000005,0
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-03-06,Overnight,"Impulse Item,Accessory",48.25,51+,1737.91,1,1737.91,3,2024Q1,1689.66,2
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-01-12,Standard,"Accessory,Impulse Item",65.34,41-50,1547.52,1,1547.52,1,2024Q1,1333.962,4
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2023-12-13,Express,Extended Warranty,48.52,0-18,235.27,2,235.27,12,2023Q4,168.07500000000002,2
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2024-02-25,Express,,0.0,51+,103.75,2,103.75,2,2024Q1,93.375,6
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,5538.33,791.19,7,2024-09-15,Express,,0.0,51+,5538.33,1,5538.33,9,2024Q3,4984.497,6
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-04-09,Overnight,"Extended Warranty,Accessory",54.15,31-40,6812.79,2,6812.79,4,2024Q2,6082.776000000001,1
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-08-12,Standard,Accessory,5.86,51+,797.0500000000001,2,797.0500000000001,8,2024Q3,791.19,0
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-02-12,Overnight,,0.0,51+,1855.84,3,1855.84,2,2024Q1,1670.2559999999999,0
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-02-26,Standard,"Extended Warranty,Accessory,Extended Warranty",85.04,19-30,3796.72,3,3796.72,2,2024Q1,3340.5119999999997,0
1124,24,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,2024-09-05,Overnight,"Impulse Item,Extended Warranty,Impulse Item",104.82,51+,3269.5800000000004,3,3269.5800000000004,9,2024Q3,2848.284,3
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-01-08,Express,,0.0,31-40,5913.81,2,5913.81,1,2024Q1,5322.429,0
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-08-24,Standard,"Impulse Item,Impulse Item,Accessory",67.21,51+,3778.89,2,3778.89,8,2024Q3,3340.5119999999997,5
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,6758.64,844.83,8,2023-12-06,Express,"Impulse Item,Impulse Item",65.02,51+,6823.660000000001,2,6823.660000000001,12,2023Q4,6082.776000000001,2
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,166.0,20.75,8,2024-03-22,Express,"Extended Warranty,Accessory,Accessory",63.03,51+,229.03,2,229.03,3,2024Q1,149.4,4
